,Person.Age,Person.Gender,Person.Race,Incident.Date.Month,Incident.Date.Day,Year,Incident.Location.City,State,Factors.Armed,Factors.Threat-Level,Factors.Fleeing,Shooting.Manner,ps_happ
639,53,Male,African American,8,23,2015,Archdale,NC,gun,attack,Not fleeing,shot,1
640,57,Male,White,8,23,2015,Las Vegas,NV,gun,attack,Not fleeing,shot,1
641,30,Male,Hispanic,8,25,2015,Santa Fe,NM,gun,attack,Foot,shot,1
642,34,Male,African American,8,25,2015,West Chester,PA,knife,attack,Not fleeing,shot,1
643,53,Male,White,8,25,2015,Thonotosassa,FL,gun,attack,Not fleeing,shot,1
644,45,Male,White,8,25,2015,Phoenix,AZ,gun,attack,Not fleeing,shot,1
645,22,Male,Hispanic,8,25,2015,Miami,FL,gun,attack,Not fleeing,shot,1
646,22,Male,White,8,26,2015,Hendersonville,TN,toy weapon,attack,Not fleeing,shot,1
647,46,Male,White,8,26,2015,Chattanooga,TN,gun,attack,Car,shot,1
648,27,Male,White,8,26,2015,West Jordan,UT,gun,attack,Not fleeing,shot,1
649,42,Male,African American,8,27,2015,Dallas,TX,box cutter,attack,Not fleeing,shot and Tasered,1
650,30,Male,African American,8,27,2015,Oakland,CA,chain,attack,Not fleeing,shot,1
651,54,Male,White,8,27,2015,San Diego,CA,box cutter,other,Not fleeing,shot,1
652,29,Male,Hispanic,8,27,2015,Los Angeles,CA,contractor's level,attack,Not fleeing,shot,1
653,41,Male,Hispanic,8,28,2015,San Antonio,TX,undetermined,undetermined,Not fleeing,shot,1
654,28,Male,White,8,28,2015,Spanish Fork,UT,gun,attack,Not fleeing,shot,1
655,61,Male,African American,8,28,2015,Mount Vernon,NY,unarmed,other,Not fleeing,shot,1
656,23,Male,White,8,28,2015,Longview,TX,gun,attack,Not fleeing,shot,1
657,25,Male,African American,8,29,2015,North Las Vegas,NV,gun,attack,Foot,shot,1
658,0,Male,White,8,29,2015,San Antonio,TX,knife,other,Not fleeing,shot,1
659,29,Male,Hispanic,8,29,2015,Chicago,IL,unarmed,undetermined,Car,shot,1
660,20,Male,White,8,30,2015,Cushing,OK,gun,attack,Not fleeing,shot,1
661,40,Male,Hispanic,8,30,2015,Tucson,AZ,gun,attack,Not fleeing,shot,1
662,45,Male,White,8,31,2015,Loveland,CO,knife,attack,Foot,shot,1
663,33,Male,African American,9,1,2015,Bluefield,WV,guns and explosives,attack,Foot,shot,1
664,76,Male,White,9,1,2015,Twinsburg,OH,gun,attack,Not fleeing,shot,1
665,47,Male,White,9,1,2015,Artesia,NM,gun,attack,Not fleeing,shot,1
666,45,Male,White,9,2,2015,Prescott,AZ,gun,attack,Not fleeing,shot,1
667,40,Male,Hispanic,9,3,2015,Fresno,CA,unarmed,attack,Not fleeing,shot,1
668,37,Male,White,9,4,2015,Mitchell,SD,gun,attack,Not fleeing,shot,1
669,49,Male,Hispanic,9,4,2015,French Lick,IN,metal pipe,attack,Not fleeing,shot and Tasered,1
670,27,Male,White,9,4,2015,Weitchpec,CA,gun,attack,Car,shot,1
671,36,Male,White,9,4,2015,Springtown,TX,gun,attack,Not fleeing,shot,1
672,23,Male,White,9,4,2015,Merrimack,NH,knife,other,Not fleeing,shot,1
673,21,Male,African American,9,5,2015,Durham,NC,toy weapon,attack,Not fleeing,shot,1
674,32,Male,Hispanic,9,5,2015,Ontario,CA,metal pipe,other,Not fleeing,shot,1
675,35,Male,African American,9,5,2015,Virginia Beach,VA,gun,attack,Not fleeing,shot,1
676,28,Female,African American,9,5,2015,Virginia Beach,VA,unarmed,undetermined,Not fleeing,shot,1
677,59,Male,Hispanic,9,6,2015,Little Havana,FL,gun,attack,Car,shot,1
678,28,Male,African American,9,6,2015,Shreveport,LA,gun,attack,Car,shot,1
679,45,Male,White,9,6,2015,Hobbs,NM,gun,attack,Not fleeing,shot,1
680,45,Male,Hispanic,9,7,2015,Fresno,CA,metal pipe,other,Foot,shot,1
681,19,Male,Native American,9,8,2015,Fairbanks,AK,gun,attack,Not fleeing,shot,1
682,25,Male,White,9,9,2015,Ashwaubenon,WI,gun,attack,Not fleeing,shot,1
683,37,Male,African American,9,9,2015,Kansas City,MO,guns and explosives,other,Not fleeing,shot,1
684,33,Male,Native American,9,9,2015,Fairbanks,AK,gun,attack,Car,shot,1
685,59,Male,Asian,9,9,2015,El Monte,CA,knife,attack,Not fleeing,shot,1
686,31,Male,Asian,9,10,2015,Potsdam,NY,knife,attack,Not fleeing,shot,1
687,35,Male,Unknown,9,10,2015,Fontana,CA,knife,other,Not fleeing,shot,1
688,29,Male,African American,9,10,2015,Indianapolis,IN,gun,attack,Not fleeing,shot,1
689,32,Male,White,9,10,2015,Lodi,CA,gun,attack,Foot,shot,1
690,41,Male,Hispanic,9,10,2015,Downey,CA,gun,attack,Car,shot,1
691,31,Male,White,9,11,2015,Chester,PA,gun,attack,Not fleeing,shot,1
692,44,Male,White,9,11,2015,Broomfield,CO,gun,attack,Car,shot,1
693,23,Male,White,9,12,2015,Sylacauga,AL,undetermined,undetermined,Other,shot,1
694,45,Male,White,9,12,2015,West Knox,TN,gun,attack,Not fleeing,shot,1
695,39,Male,White,9,13,2015,Wellman,IA,gun,attack,Not fleeing,shot,1
696,67,Male,African American,9,13,2015,McAlester,OK,gun,attack,Not fleeing,shot,1
697,29,Male,White,9,13,2015,Clute,TX,gun,attack,Car,shot,1
698,25,Male,African American,9,14,2015,Princeton,KY,gun,attack,Car,shot,1
699,28,Male,White,9,14,2015,Barstow,CA,unarmed,attack,Not fleeing,shot,1
700,21,Male,African American,9,15,2015,Chalmette,LA,unknown weapon,attack,Not fleeing,shot,1
701,32,Male,Hispanic,9,15,2015,Panorama City,CA,gun,attack,Not fleeing,shot,1
702,51,Male,Hispanic,9,15,2015,Miami,FL,gun,undetermined,Car,shot,1
703,39,Male,Hispanic,9,15,2015,Los Angeles,CA,gun,attack,Not fleeing,shot,1
704,27,Male,African American,9,15,2015,Alexandria,LA,gun,other,Not fleeing,shot,1
705,31,Male,White,9,16,2015,Lead,SD,gun,attack,Foot,shot,1
706,50,Male,White,9,17,2015,Beaverton,MI,gun,attack,Not fleeing,shot,1
707,0,Male,White,9,17,2015,Brodhead,KY,gun,attack,Not fleeing,shot,1
708,32,Male,White,9,18,2015,San Bernardino,CA,unknown,undetermined,Car,shot,1
709,47,Male,White,9,18,2015,Dickson,TN,undetermined,undetermined,Not fleeing,shot,1
710,46,Male,White,9,19,2015,Slidell,LA,gun,attack,Car,shot,1
711,57,Male,White,9,19,2015,Washington County,AL,gun,attack,Not fleeing,shot,1
712,23,Male,White,9,20,2015,Harrisonburg,VA,gun,attack,Not fleeing,shot,1
713,56,Male,White,9,20,2015,Shelbyville,IN,gun,attack,Not fleeing,shot,1
714,24,Male,Hispanic,9,21,2015,Dallas,TX,gun,attack,Not fleeing,shot,1
715,27,Male,White,9,21,2015,Sand City,CA,gun,attack,Not fleeing,shot,1
716,23,Female,White,9,21,2015,Sand City,CA,gun,attack,Not fleeing,shot,1
717,21,Male,White,9,21,2015,Paris,TX,unarmed,attack,Not fleeing,shot and Tasered,1
718,26,Male,White,9,21,2015,Barberville,FL,gun,attack,Not fleeing,shot,1
719,34,Male,Hispanic,9,21,2015,Auburndale,FL,stapler,other,Foot,shot,1
720,32,Male,African American,9,22,2015,Oakland,CA,gun,attack,Car,shot,1
721,33,Male,White,9,22,2015,Niceville,FL,gun,attack,Not fleeing,shot,1
722,55,Male,White,9,22,2015,Happy Valley,CA,gun,attack,Not fleeing,shot,1
723,26,Male,Unknown,9,22,2015,North Las Vegas,NV,gun,attack,Not fleeing,shot,1
724,48,Male,Other,9,23,2015,Salt Lake City,UT,knife,attack,Not fleeing,shot,1
725,35,Male,White,9,23,2015,McKinney,TX,gun,attack,Not fleeing,shot,1
726,19,Male,African American,9,23,2015,Reisterstown,MD,unarmed,other,Foot,shot,1
727,45,Male,White,9,23,2015,Grayson County,VA,gun,attack,Not fleeing,shot,1
728,28,Male,African American,9,23,2015,Wilmington,DE,gun,undetermined,Not fleeing,shot,1
729,42,Male,Hispanic,9,24,2015,Miami,FL,knife,attack,Not fleeing,shot,1
730,17,Male,White,9,24,2015,Fountain,CO,gun,attack,Not fleeing,shot,1
731,30,Male,Other,9,24,2015,St. Paul,MN,screwdriver,other,Not fleeing,shot,1
732,21,Male,White,9,25,2015,Akron,OH,unarmed,undetermined,Other,shot,1
733,33,Male,African American,9,25,2015,Chicago,IL,box cutter,other,Not fleeing,shot and Tasered,1
734,45,Male,White,9,25,2015,Wilhoit,AZ,gun,attack,Not fleeing,shot,1
735,46,Male,African American,9,26,2015,Baton Rouge,LA,knife,attack,Not fleeing,shot,1
736,23,Male,Hispanic,9,26,2015,Lovington,NM,gun,attack,Not fleeing,shot,1
737,37,Female,Hispanic,9,27,2015,Los Angeles,CA,knife,other,Not fleeing,shot,1
738,43,Male,White,9,27,2015,Rossville,GA,gun,attack,Not fleeing,shot,1
739,40,Male,Hispanic,9,27,2015,Ponder,TX,gun,attack,Not fleeing,shot,1
740,31,Male,African American,9,28,2015,Miami,FL,unarmed,attack,Foot,shot and Tasered,1
741,59,Male,Hispanic,9,28,2015,San Ysidro,CA,toy weapon,attack,Not fleeing,shot,1
742,46,Male,Native American,9,29,2015,Rapid City,SD,blunt object,attack,Not fleeing,shot,1
743,37,Male,White,9,29,2015,Mora,MN,unarmed,attack,Not fleeing,shot,1
744,28,Male,African American,9,30,2015,Beckley,WV,gun,attack,Car,shot,1
745,28,Male,Hispanic,10,2,2015,Sierra Vista,AZ,gun,attack,Car,shot,1
746,26,Male,Hispanic,10,2,2015,Rialto,CA,knife,attack,Not fleeing,shot and Tasered,1
747,55,Female,White,10,2,2015,Aloha,OR,knife,other,Not fleeing,shot,1
748,29,Male,White,10,2,2015,Amarillo,TX,unarmed,undetermined,Not fleeing,shot,1
749,45,Male,Unknown,10,4,2015,Van Nuys,CA,beer bottle,undetermined,Not fleeing,shot,1
750,27,Male,White,10,4,2015,Muscle Shoals,AL,gun,attack,Foot,shot,1
751,31,Male,African American,10,4,2015,Chicago,IL,gun,attack,Not fleeing,shot,1
752,51,Male,White,10,5,2015,Hurst,TX,gun,attack,Foot,shot,1
753,50,Male,White,10,5,2015,Woodbridge,NJ,gun,attack,Not fleeing,shot,1
754,27,Male,Other,10,5,2015,Akron,OH,unarmed,other,Not fleeing,shot,1
755,18,Male,African American,10,5,2015,Midwest City,OK,gun,attack,Not fleeing,shot,1
756,39,Male,Unknown,10,6,2015,Monterey,CA,gun,attack,Not fleeing,shot,1
757,46,Male,Hispanic,10,7,2015,West Palm Beach,FL,machete,attack,Not fleeing,shot,1
758,19,Male,African American,10,9,2015,Columbia,MD,knife,other,Not fleeing,shot,1
759,62,Female,Unknown,10,9,2015,Aguanga,CA,gun,attack,Not fleeing,shot,1
760,49,Male,White,10,10,2015,Beverly,MA,unknown,attack,Not fleeing,shot,1
761,31,Male,White,10,10,2015,Old Saybrook,CT,gun,attack,Not fleeing,shot,1
762,38,Male,White,10,10,2015,Pinion Hills,CA,unknown,other,Car,shot,1
763,40,Male,White,10,10,2015,Cato Township,MI,crossbow,attack,Not fleeing,shot,1
764,35,Male,Hispanic,10,10,2015,Lisle,IL,unknown weapon,undetermined,Not fleeing,shot and Tasered,1
765,34,Male,Hispanic,10,11,2015,San Bernardino,CA,undetermined,undetermined,Other,shot,1
766,44,Male,Asian,10,11,2015,Lakes Charles,LA,gun,attack,Not fleeing,shot,1
767,23,Male,African American,10,11,2015,Taylors,SC,gun,attack,Not fleeing,shot,1
768,43,Male,Hispanic,10,11,2015,West Odessa,TX,machete,other,Car,shot,1
769,0,Male,African American,10,12,2015,Lawton,OK,gun,attack,Not fleeing,shot,1
770,31,Male,White,10,12,2015,Brookhaven,MS,gun,attack,Not fleeing,shot,1
771,27,Male,White,10,14,2015,Cartersville,GA,gun,attack,Not fleeing,shot,1
772,46,Female,White,10,14,2015,Naples,FL,gun,attack,Car,shot,1
773,18,Male,Hispanic,10,14,2015,Indio,CA,unknown,other,Car,shot,1
774,59,Male,Unknown,10,14,2015,Seaside,CA,gun,attack,Not fleeing,shot,1
775,57,Male,African American,10,14,2015,Monroeville,AL,gun,attack,Not fleeing,shot,1
776,15,Male,Hispanic,10,15,2015,Miami,FL,gun,attack,Car,shot,1
777,25,Male,African American,10,15,2015,Columbus,OH,gun,attack,Not fleeing,shot,1
778,50,Female,White,10,15,2015,Las Vegas,NV,gun,attack,Car,shot,1
779,31,Male,White,10,15,2015,Parma,OH,toy weapon,attack,Car,shot,1
780,35,Male,White,10,15,2015,Kirkland,WA,gun,attack,Foot,shot,1
781,27,Male,Hispanic,10,15,2015,San Francisco,CA,gun,attack,Not fleeing,shot,1
782,20,Male,African American,10,15,2015,Houston,TX,gun,attack,Not fleeing,shot,1
783,27,Male,White,10,16,2015,Houston,TX,gun,attack,Not fleeing,shot,1
784,27,Male,Hispanic,10,16,2015,Valinda,CA,unarmed,attack,Not fleeing,shot,1
785,45,Male,Unknown,10,16,2015,Barrow County,GA,gun,attack,Not fleeing,shot,1
786,33,Male,African American,10,16,2015,Columbus,MS,undetermined,undetermined,Foot,shot,1
787,22,Male,Hispanic,10,17,2015,Modesto,CA,toy weapon,attack,Not fleeing,shot,1
788,28,Male,African American,10,17,2015,York,PA,knife,other,Not fleeing,shot and Tasered,1
789,31,Male,African American,10,18,2015,Palm Beach Gardens,FL,gun,undetermined,Not fleeing,shot,1
790,28,Male,White,10,18,2015,Fresno,CA,knife,attack,Not fleeing,shot,1
791,53,Male,African American,10,19,2015,Los Angeles,CA,unknown,attack,Not fleeing,shot,1
792,30,Male,White,10,20,2015,Louisville,KY,toy weapon,attack,Not fleeing,shot,1
793,39,Male,African American,10,20,2015,San Diego,CA,toy weapon,attack,Not fleeing,shot,1
794,40,Male,Hispanic,10,20,2015,Truth or Consequences,NM,gun,attack,Not fleeing,shot,1
795,30,Male,White,10,20,2015,Mandeville,LA,knife,attack,Not fleeing,shot,1
796,21,Male,White,10,20,2015,Cedar Rapids,IA,gun,attack,Foot,shot,1
797,35,Male,Hispanic,10,21,2015,Calexico,CA,knife,other,Other,shot,1
798,21,Male,Hispanic,10,21,2015,West Goshen,CA,unarmed,attack,Not fleeing,shot,1
799,47,Male,White,10,21,2015,Kentwood,MI,gun,attack,Not fleeing,shot,1
800,38,Male,African American,10,22,2015,Shreveport,LA,knife,attack,Not fleeing,shot,1
801,36,Male,African American,10,22,2015,Carmichael,CA,gun,attack,Car,shot,1
802,53,Male,White,10,22,2015,Pine Top,KY,undetermined,other,Not fleeing,shot,1
803,0,Male,Unknown,10,24,2015,New Paltz,NY,gun,attack,Not fleeing,shot,1
804,34,Male,Hispanic,10,24,2015,Highgrove,CA,gun,attack,Not fleeing,shot,1
805,34,Male,African American,10,24,2015,Cape Coral,FL,gun,attack,Not fleeing,shot,1
806,30,Male,African American,10,24,2015,Cathedral City,CA,undetermined,undetermined,Not fleeing,shot,1
807,28,Male,White,10,24,2015,Zanesville,OH,gun,attack,Not fleeing,shot,1
808,47,Male,White,10,24,2015,Paddock Lake,WI,gun,attack,Not fleeing,shot,1
809,49,Male,White,10,24,2015,Kenai Peninsula,AK,undetermined,attack,Not fleeing,shot,1
810,36,Male,White,10,25,2015,Talking Rock,GA,gun,attack,Not fleeing,shot,1
811,45,Male,African American,10,26,2015,Frederick,MD,unknown,other,Not fleeing,shot,1
812,21,Female,African American,10,26,2015,Washington,DC,gun,attack,Not fleeing,shot,1
813,18,Male,Other,10,26,2015,Tampa,FL,unarmed,attack,Foot,shot,1
814,25,Male,African American,10,27,2015,Savannah,GA,gun,attack,Not fleeing,shot,1
815,29,Male,African American,10,28,2015,Point Loma,CA,unarmed,attack,Not fleeing,shot,1
816,57,Male,White,10,28,2015,Smithville,MS,gun,attack,Not fleeing,shot,1
817,34,Male,African American,10,28,2015,Jacksonville,FL,gun,attack,Not fleeing,shot,1
818,35,Male,White,10,28,2015,Salem,OR,gun,attack,Car,shot,1
819,0,Male,African American,10,29,2015,Columbus,OH,gun,other,Not fleeing,shot,1
820,18,Male,White,10,29,2015,Hohenwald,TN,gun,attack,Not fleeing,shot,1
821,24,Male,African American,10,30,2015,Houston,TX,gun,attack,Not fleeing,shot,1
822,52,Male,White,10,30,2015,Old Town,FL,gun,attack,Not fleeing,shot,1
823,62,Male,White,10,30,2015,Burkesville,KY,gun,attack,Other,shot,1
824,29,Male,Hispanic,10,30,2015,Mesquite,TX,gun,attack,Car,shot,1
825,25,Male,African American,10,30,2015,Houston,TX,gun,other,Foot,shot,1
826,30,Male,White,10,30,2015,Norwood,OK,knife,attack,Foot,shot and Tasered,1
827,33,Male,White,10,31,2015,Colorado Springs,CO,gun,attack,Not fleeing,shot,1
828,56,Male,African American,10,31,2015,Opelika,AL,unarmed,other,Car,shot,1
829,49,Male,White,11,1,2015,Hutchinson,MN,gun,attack,Not fleeing,shot,1
830,20,Male,White,11,1,2015,Eureka,CA,gun,attack,Not fleeing,shot,1
831,62,Male,White,11,1,2015,Council,ID,gun,undetermined,Not fleeing,shot,1
832,62,Male,African American,11,2,2015,Washington,DC,gun,attack,Car,shot,1
833,6,Male,White,11,3,2015,Marksville,LA,unarmed,other,Car,shot,1
834,30,Male,White,11,4,2015,Springfield,MO,gun,attack,Foot,shot,1
835,57,Male,African American,11,4,2015,Houston,TX,gun,attack,Car,shot,1
836,18,Male,Other,11,4,2015,Merced,CA,knife,attack,Foot,shot,1
837,47,Male,White,11,4,2015,Pacific Beach,CA,unarmed,other,Foot,shot,1
838,48,Male,White,11,5,2015,Morgantown,WV,gun,attack,Not fleeing,shot,1
839,20,Male,White,11,5,2015,Hominy,OK,gun,attack,Car,shot,1
840,30,Male,White,11,5,2015,Lakeshire,MO,hammer,attack,Not fleeing,shot,1
841,36,Female,White,11,5,2015,Goose Creek,SC,gun,attack,Not fleeing,shot,1
842,51,Male,White,11,6,2015,Portland,OR,gun,attack,Not fleeing,shot,1
843,55,Male,White,11,6,2015,Las Vegas,NV,unknown,other,Car,shot,1
844,48,Male,White,11,6,2015,Wadesboro,NC,undetermined,undetermined,Not fleeing,shot,1
845,20,Male,African American,11,9,2015,Spartanburg,SC,unknown,attack,Car,shot,1
846,25,Male,Hispanic,11,9,2015,North Laredo,TX,gun,attack,Not fleeing,shot,1
847,26,Male,White,11,9,2015,Braxton County,WV,gun,attack,Not fleeing,shot,1
848,45,Male,Hispanic,11,9,2015,San Jose,CA,gun,attack,Not fleeing,shot,1
849,35,Male,Hispanic,11,9,2015,Los Angeles,CA,bean-bag gun,other,Not fleeing,shot and Tasered,1
850,63,Male,White,11,10,2015,Colorado Springs,CO,toy weapon,attack,Not fleeing,shot,1
851,34,Male,Hispanic,11,10,2015,Chico,CA,gun,attack,Not fleeing,shot,1
852,36,Male,Hispanic,11,10,2015,Brighton,CO,unknown,other,Car,shot,1
853,22,Male,White,11,10,2015,Dillon,MT,gun,attack,Not fleeing,shot,1
854,31,Male,Hispanic,11,11,2015,Albuquerque,NM,unknown,other,Car,shot,1
855,25,Male,Hispanic,11,11,2015,San Francisco,CA,gun,attack,Not fleeing,shot,1
856,57,Male,White,11,11,2015,Aiken,SC,gun,attack,Not fleeing,shot,1
857,32,Male,African American,11,11,2015,Baltimore,MD,gun,attack,Not fleeing,shot,1
858,42,Male,African American,11,12,2015,Sunnyvale,CA,knife,other,Not fleeing,shot,1
859,52,Male,White,11,13,2015,Gibson County,TN,toy weapon,attack,Not fleeing,shot,1
860,25,Male,Hispanic,11,13,2015,Jurupa Valley,CA,undetermined,undetermined,unknown,shot,1
861,25,Male,White,11,13,2015,Eden,GA,gun,attack,Foot,shot,1
862,31,Male,Hispanic,11,14,2015,Jurupa Valley,CA,hammer,other,Not fleeing,shot,1
863,39,Male,African American,11,15,2015,Oakland,CA,toy weapon,attack,Not fleeing,shot,1
864,32,Male,White,11,15,2015,Spring Lake,NC,Taser,attack,Not fleeing,shot and Tasered,1
865,16,Male,African American,11,15,2015,Germantown,PA,unknown weapon,attack,Not fleeing,shot,1
866,24,Male,African American,11,15,2015,Minneapolis,MN,unarmed,undetermined,Not fleeing,shot,1
867,28,Male,White,11,16,2015,Leon County,TX,unknown,undetermined,Car,shot,1
868,25,Male,White,11,16,2015,Whitfield County,GA,unknown,other,Car,shot,1
869,41,Male,White,11,17,2015,Weatherford,TX,gun,undetermined,Car,shot,1
870,28,Male,African American,11,17,2015,Miami,FL,gun,attack,Foot,shot,1
871,21,Male,African American,11,17,2015,Cayce,SC,gun,attack,Not fleeing,shot,1
872,30,Male,African American,11,17,2015,Weatherford,TX,unknown,other,Car,shot,1
873,58,Male,White,11,17,2015,Arlington,GA,unarmed,other,Not fleeing,shot,1
874,47,Male,White,11,17,2015,Little Egg Harbor,NJ,gun,attack,Not fleeing,shot,1
875,25,Male,African American,11,18,2015,Opa-Locka,FL,unknown weapon,other,Not fleeing,shot,1
876,44,Male,African American,11,18,2015,Benton Township,MI,gun,attack,Not fleeing,shot,1
877,34,Male,African American,11,19,2015,Manatee,FL,gun,attack,unknown,shot,1
878,27,Male,African American,11,19,2015,Fort Pierce,FL,knife,attack,Not fleeing,shot,1
879,34,Male,African American,11,19,2015,Washington,DC,knife,other,Not fleeing,shot,1
880,39,Male,White,11,20,2015,Paulding County,GA,gun,attack,Not fleeing,shot,1
881,50,Male,Unknown,11,20,2015,Fontana,CA,gun,other,Not fleeing,shot,1
882,29,Male,African American,11,20,2015,Barstow,CA,unarmed,attack,Not fleeing,shot,1
883,24,Male,White,11,21,2015,Colbert,OK,unarmed,attack,Foot,shot,1
884,47,Male,White,11,22,2015,Fontana,CA,knife,attack,Not fleeing,shot,1
885,45,Male,White,11,22,2015,Reno,NV,gun,attack,Not fleeing,shot,1
886,28,Male,Hispanic,11,22,2015,Denver,CO,gun,attack,Not fleeing,shot,1
887,49,Male,Hispanic,11,23,2015,Corpus Christi,TX,knife,other,Not fleeing,shot and Tasered,1
888,50,Male,White,11,23,2015,Columbus,OH,gun,attack,Not fleeing,shot,1
889,45,Male,White,11,24,2015,Columbia Heights,MN,toy weapon,other,Not fleeing,shot,1
890,32,Male,White,11,24,2015,Las Vegas,NV,toy weapon,attack,Foot,shot and Tasered,1
891,24,Male,African American,11,24,2015,Camden,NJ,gun,attack,Not fleeing,shot,1
892,23,Male,White,11,25,2015,Springfield,MO,knife,attack,Not fleeing,shot,1
893,52,Male,White,11,25,2015,Eagar,AZ,gun,attack,Not fleeing,shot,1
894,37,Female,White,11,25,2015,Ozark,MO,gun,attack,Not fleeing,shot,1
895,26,Male,White,11,26,2015,Chico,CA,unarmed,other,Car,shot,1
896,58,Male,White,11,27,2015,Lampe,MO,gun,attack,Not fleeing,shot,1
897,50,Male,White,11,28,2015,Seagoville,TX,baseball bat and fireplace poker,other,Not fleeing,shot,1
898,22,Male,White,11,29,2015,Celina,OH,gun,attack,Not fleeing,shot,1
899,53,Male,White,11,29,2015,Maysville,MO,gun,attack,Not fleeing,shot,1
900,69,Male,Hispanic,11,29,2015,Sun City,AZ,gun,attack,Not fleeing,shot,1
901,23,Male,Hispanic,11,29,2015,Bakersfield,CA,gun,attack,Foot,shot,1
902,29,Male,White,11,29,2015,Lincoln,NE,gun,attack,unknown,shot,1
903,25,Male,Asian,11,30,2015,Aurora,CO,unknown,attack,Car,shot,1
904,18,Male,African American,11,30,2015,Atlanta,GA,gun,attack,Foot,shot,1
905,31,Male,Hispanic,11,30,2015,Wink,TX,undetermined,other,Not fleeing,shot,1
906,23,Male,White,12,1,2015,Bangor,ME,gun,attack,Foot,shot,1
907,18,Male,Hispanic,12,1,2015,Norwalk,CA,gun,attack,Not fleeing,shot,1
908,35,Male,Hispanic,12,2,2015,Denver,CO,gun,attack,Car,shot,1
909,27,Female,Other,12,2,2015,San Bernardino,CA,gun,attack,Car,shot,1
910,28,Male,Other,12,2,2015,San Bernardino,CA,gun,attack,Car,shot,1
911,26,Male,African American,12,2,2015,San Francisco,CA,knife,other,Not fleeing,shot,1
912,32,Male,Hispanic,12,2,2015,San Antonio,TX,gun,other,Not fleeing,shot,1
913,36,Male,Hispanic,12,2,2015,Deming,NM,gun,attack,Not fleeing,shot,1
914,66,Male,White,12,3,2015,Big Springs,NE,gun,attack,Not fleeing,shot,1
915,47,Male,White,12,4,2015,Mesa,AZ,metal stick,other,Not fleeing,shot and Tasered,1
916,21,Male,African American,12,4,2015,Mount Washington,PA,gun,attack,Not fleeing,shot,1
917,24,Male,White,12,5,2015,Irving,TX,gun,attack,Foot,shot,1
918,51,Male,White,12,5,2015,Miami,FL,straight edge razor,other,Not fleeing,shot and Tasered,1
919,60,Male,White,12,5,2015,Neenah,WI,gun,other,Not fleeing,shot,1
920,61,Female,White,12,5,2015,St. Louis,MO,gun,attack,Not fleeing,shot,1
921,38,Male,Hispanic,12,5,2015,Indio,CA,gun,attack,Not fleeing,shot,1
922,35,Male,White,12,6,2015,Seattle,WA,gun,attack,Car,shot,1
923,46,Male,African American,12,6,2015,Richmond Heights,OH,gun,attack,Not fleeing,shot,1
924,48,Male,White,12,6,2015,Laramie,WY,knife,other,Not fleeing,shot,1
925,36,Male,African American,12,8,2015,Yonkers,NY,unarmed,other,Foot,shot,1
926,33,Male,African American,12,8,2015,Cleveland,OH,gun,attack,Not fleeing,shot,1
927,66,Male,White,12,9,2015,Leitchfield,KY,gun,attack,Not fleeing,shot,1
928,51,Male,Unknown,12,9,2015,Pryor,OK,gun,attack,Not fleeing,shot,1
929,34,Male,White,12,10,2015,Indianapolis,IN,gun,attack,Not fleeing,shot,1
930,55,Male,African American,12,10,2015,Taylors,SC,gun,attack,Not fleeing,shot,1
931,54,Male,White,12,10,2015,Marina,CA,knife,attack,Not fleeing,shot,1
932,0,Male,Unknown,12,10,2015,Hemet,CA,gun,attack,Not fleeing,shot,1
933,36,Male,White,12,11,2015,Tucson,AZ,unarmed,attack,Not fleeing,shot,1
934,25,Male,African American,12,12,2015,Indianapolis,IN,knife,attack,Not fleeing,shot,1
935,24,Male,African American,12,12,2015,Chattanooga,TN,gun and knife,attack,Not fleeing,shot,1
936,28,Male,African American,12,12,2015,Lynwood,CA,gun,attack,Not fleeing,shot,1
937,36,Male,White,12,12,2015,Healdton,OK,Taser,attack,Not fleeing,shot,1
938,20,Male,White,12,12,2015,East Stroudsburg,PA,gun,attack,Not fleeing,shot,1
939,49,Male,Hispanic,12,12,2015,San Bernardino,CA,knife,attack,unknown,shot,1
940,0,Male,Unknown,12,12,2015,Aurora,CO,unknown weapon,attack,unknown,shot,1
941,51,Female,White,12,13,2015,Arlington,TX,gun,attack,Not fleeing,shot,1
942,21,Male,White,12,13,2015,Denton,TX,ax,other,Not fleeing,shot,1
943,30,Male,Other,12,13,2015,Thurston County,WA,knife,attack,Not fleeing,shot,1
944,32,Male,Hispanic,12,13,2015,Mountain View,CO,gun,attack,Not fleeing,shot,1
945,33,Male,African American,12,14,2015,New Orleans,LA,gun,attack,Not fleeing,shot,1
946,52,Male,White,12,14,2015,Middle River,MD,knife,other,Not fleeing,shot and Tasered,1
947,56,Male,White,12,14,2015,Humboldt,TN,undetermined,undetermined,Not fleeing,shot,1
948,48,Female,White,12,14,2015,Las Vegas,NV,gun,attack,Not fleeing,shot,1
949,39,Male,Asian,12,14,2015,Long Beach,CA,knife,other,Not fleeing,shot,1
950,19,Male,Hispanic,12,14,2015,Gilroy,CA,undetermined,undetermined,unknown,shot,1
951,45,Male,Hispanic,12,14,2015,Las Vegas,NV,gun,attack,Not fleeing,shot,1
952,33,Male,White,12,14,2015,Mount Hope,WV,gun,attack,Not fleeing,shot,1
953,51,Male,African American,12,15,2015,Dallas,NC,unknown,attack,Car,shot,1
954,0,Male,White,12,16,2015,Camarillo,CA,knife,attack,Not fleeing,shot,1
