,Person.Age,Person.Gender,Person.Race,Incident.Date.Month,Incident.Date.Day,Year,Incident.Location.City,State,Factors.Armed,Factors.Threat-Level,Factors.Fleeing,Shooting.Manner,ps_happ
3178,28,Male,White,3,16,2018,Elk Plain,WA,knife,other,Not fleeing,shot,1
3179,62,Male,White,3,16,2018,Burnsville,NC,ax,other,unknown,shot,1
3180,50,Male,Hispanic,3,17,2018,Valley View,CA,gun,other,Car,shot,1
3181,0,Male,Unknown,3,18,2018,Lancaster,TX,unknown,attack,Car,shot,1
3182,23,Male,African American,3,18,2018,Sacramento,CA,unarmed,other,Foot,shot,1
3183,40,Male,Hispanic,3,18,2018,South El Monte,CA,knife,other,Foot,shot,1
3184,35,Male,African American,3,19,2018,Greenville,SC,knife,other,Not fleeing,shot and Tasered,1
3185,50,Male,Native American,3,19,2018,Utica,KY,gun,attack,Other,shot,1
3186,50,Male,White,3,19,2018,Lone Rock,AR,crossbow,other,Not fleeing,shot,1
3187,27,Male,Asian,3,19,2018,Denver,CO,undetermined,undetermined,Car,shot,1
3188,32,Male,White,3,20,2018,Scott County,KY,gun,attack,Not fleeing,shot,1
3189,56,Male,White,3,20,2018,Timberlake,NC,gun,attack,Not fleeing,shot,1
3190,20,Male,White,3,20,2018,Winter Haven,FL,gun,attack,Not fleeing,shot,1
3191,56,Male,White,3,20,2018,Princeton,NJ,gun,other,Not fleeing,shot,1
3192,18,Male,Hispanic,3,21,2018,Littlefield,TX,knife,attack,Foot,shot,1
3193,39,Male,Native American,3,21,2018,Owasso,OK,gun,attack,Not fleeing,shot,1
3194,47,Male,White,3,21,2018,Mannford,OK,knife,other,Not fleeing,shot,1
3195,25,Male,White,3,21,2018,Amelia Island,FL,gun,attack,Not fleeing,shot,1
3196,21,Male,Asian,3,21,2018,San Francisco,CA,gun,attack,Not fleeing,shot,1
3197,36,Male,Hispanic,3,22,2018,Aurora,IL,gun,attack,Foot,shot,1
3198,35,Male,African American,3,22,2018,Greenspoint,TX,unarmed,attack,Not fleeing,shot,1
3199,29,Male,White,3,23,2018,Abilene,TX,gun,attack,Not fleeing,shot,1
3200,32,Male,Unknown,3,23,2018,Bogalusa,LA,undetermined,attack,Not fleeing,shot,1
3201,20,Male,Hispanic,3,23,2018,Childress,TX,gun,attack,Foot,shot,1
3202,30,Male,African American,3,23,2018,Largo,FL,unknown,attack,Not fleeing,shot,1
3203,23,Male,White,3,23,2018,Phoenix,AZ,knife,attack,Not fleeing,shot and Tasered,1
3204,40,Male,White,3,23,2018,Genesee Township,MI,unknown weapon,other,Car,shot,1
3205,48,Male,Hispanic,3,23,2018,Douglas,AZ,incendiary device,other,Not fleeing,shot,1
3206,0,Male,Unknown,3,23,2018,Scottsdale,AZ,unknown weapon,other,Not fleeing,shot,1
3207,42,Male,White,3,24,2018,Nikolaevsk,AK,unarmed,attack,Not fleeing,shot,1
3208,20,Male,Native American,3,24,2018,Anchorage,AK,knife,other,Foot,shot,1
3209,25,Female,White,3,24,2018,Columbus,OH,gun,attack,Not fleeing,shot,1
3210,28,Male,Hispanic,3,25,2018,Austin,TX,gun,attack,Not fleeing,shot,1
3211,34,Male,White,3,26,2018,Wise County,VA,gun,other,Car,shot,1
3212,41,Male,Hispanic,3,27,2018,Sanford,NC,gun,attack,Not fleeing,shot,1
3213,24,Male,White,3,27,2018,Midway,FL,unarmed,attack,Other,shot,1
3214,29,Male,White,3,27,2018,Nampa,ID,unknown weapon,undetermined,Not fleeing,shot,1
3215,33,Female,White,3,27,2018,Montgomery,AL,unknown,attack,Car,shot,1
3216,44,Male,Hispanic,3,27,2018,Phoenix,AZ,gun,attack,Not fleeing,shot,1
3217,31,Male,White,3,28,2018,Stillwater,OK,gun and knife,other,Not fleeing,shot,1
3218,26,Male,White,3,28,2018,Lower Macungie Township,PA,gun,attack,Foot,shot,1
3219,51,Male,White,3,28,2018,Elizabethtown,KY,gun,attack,Not fleeing,shot,1
3220,64,Male,White,3,28,2018,Sylacauga,AL,unknown,attack,Car,shot,1
3221,29,Male,White,3,28,2018,Swansea,SC,gun,other,Car,shot,1
3222,61,Male,White,3,28,2018,Surprise,AZ,knife,other,Not fleeing,shot,1
3223,44,Male,Hispanic,3,29,2018,Pasadena,TX,gun,attack,Other,shot,1
3224,39,Male,African American,3,29,2018,Charleston,WV,gun,attack,Car,shot,1
3225,39,Male,White,3,29,2018,Las Vegas,NV,knife,other,Not fleeing,shot and Tasered,1
3226,35,Male,White,3,29,2018,Clarksville,TN,gun,other,Other,shot,1
3227,60,Male,African American,3,30,2018,Winston-Salem,NC,gun,other,Not fleeing,shot,1
3228,42,Male,White,3,30,2018,Atwater,CA,toy weapon,other,Not fleeing,shot,1
3229,27,Male,White,3,31,2018,Guthrie,OK,machete,attack,Not fleeing,shot,1
3230,21,Male,Hispanic,3,31,2018,Reno,NV,unknown,attack,Not fleeing,shot,1
3231,58,Male,White,4,1,2018,Phoenix,AZ,gun,other,Foot,shot,1
3232,33,Male,Hispanic,4,1,2018,San Antonio,TX,gun,other,Not fleeing,shot,1
3233,60,Male,African American,4,1,2018,New Llano,LA,gun,attack,Not fleeing,shot,1
3234,24,Male,White,4,1,2018,Goodbee,LA,gun,attack,Car,shot,1
3235,41,Male,African American,4,1,2018,Tampa,FL,gun,attack,Car,shot,1
3236,41,Male,African American,4,1,2018,Greenville,NC,knife,other,Not fleeing,shot,1
3237,34,Male,African American,4,1,2018,Jackson,MI,gun,attack,Not fleeing,shot,1
3238,23,Male,Hispanic,4,1,2018,Brownsville,TX,knife,other,Not fleeing,shot,1
3239,38,Male,White,4,1,2018,Belton,MO,knife,other,unknown,shot,1
3240,49,Male,White,4,3,2018,Huntsville,AL,gun,undetermined,Not fleeing,shot,1
3241,30,Male,White,4,4,2018,Mesa,AZ,gun,attack,Foot,shot,1
3242,27,Male,African American,4,4,2018,Okmulgee,OK,knife,other,Not fleeing,shot,1
3243,34,Male,Hispanic,4,4,2018,Corpus Christi,TX,gun,other,Foot,shot,1
3244,34,Male,African American,4,4,2018,New York,NY,metal pipe,attack,Not fleeing,shot,1
3245,70,Male,Unknown,4,4,2018,Molena,GA,gun,attack,Not fleeing,shot,1
3246,44,Female,White,4,4,2018,Phoenix,AZ,gun,attack,Not fleeing,shot,1
3247,26,Male,African American,4,5,2018,Barstow,CA,unknown,attack,Not fleeing,shot,1
3248,18,Male,Asian,4,5,2018,Fremont,CA,gun,attack,Foot,shot,1
3249,59,Male,White,4,5,2018,Reynoldsville,WV,gun,other,Foot,shot,1
3250,56,Male,Hispanic,4,5,2018,South Bend,IN,knife,other,Not fleeing,shot,1
3251,22,Male,Hispanic,4,5,2018,Las Vegas,NV,gun,attack,Not fleeing,shot,1
3252,81,Male,White,4,5,2018,Greece,NY,gun,attack,Not fleeing,shot,1
3253,40,Male,White,4,5,2018,Volant,PA,gun,attack,Not fleeing,shot,1
3254,27,Male,African American,4,5,2018,South Bend,IN,knife,other,Not fleeing,shot,1
3255,26,Male,Unknown,4,6,2018,Marysville,CA,gun,attack,Car,shot,1
3256,34,Male,Asian,4,6,2018,Las Vegas,NV,gun,attack,Not fleeing,shot,1
3257,23,Male,White,4,6,2018,Searcy County,AR,knife,attack,Foot,shot,1
3258,36,Male,White,4,6,2018,Federal Way,WA,gun,attack,Not fleeing,shot,1
3259,48,Male,White,4,7,2018,Portland,OR,knife,other,Other,shot,1
3260,33,Male,White,4,7,2018,Oroville,CA,gun,attack,Not fleeing,shot,1
3261,24,Male,Hispanic,4,8,2018,Cathedral City,CA,toy weapon,attack,Not fleeing,shot,1
3262,25,Male,African American,4,8,2018,Danville,VA,unarmed,other,Other,shot,1
3263,20,Male,African American,4,8,2018,West Valley City,UT,undetermined,other,Foot,shot,1
3264,45,Male,White,4,8,2018,Louisville,KY,screwdriver,other,Not fleeing,shot,1
3265,23,Male,White,4,9,2018,Troy,MI,knife,attack,Not fleeing,shot and Tasered,1
3266,29,Male,White,4,9,2018,Billings,MT,knife,attack,Not fleeing,shot and Tasered,1
3267,29,Male,White,4,9,2018,Reseda,CA,gun,other,Foot,shot,1
3268,34,Male,White,4,9,2018,Oaks,OK,gun,other,Not fleeing,shot,1
3269,44,Male,White,4,10,2018,Billings,MT,toy weapon,other,Not fleeing,shot,1
3270,39,Male,Unknown,4,10,2018,Tucson,AZ,gun,other,Not fleeing,shot,1
3271,30,Male,African American,4,10,2018,Baldwin Hills,CA,knife,other,Foot,shot,1
3272,28,Male,White,4,10,2018,Royal Oak,MI,unknown,other,Car,shot,1
3273,71,Female,White,4,11,2018,Winn Parish,LA,gun,attack,Not fleeing,shot,1
3274,25,Male,African American,4,11,2018,Gardena,CA,gun,attack,Not fleeing,shot,1
3275,61,Male,White,4,11,2018,Pembroke,NY,gun,attack,Not fleeing,shot,1
3276,39,Male,White,4,11,2018,Sparta,NC,machete,other,Not fleeing,shot,1
3277,50,Male,White,4,11,2018,Winn Parish,LA,gun,attack,Not fleeing,shot,1
3278,0,Male,African American,4,12,2018,Atlanta,GA,gun,attack,Not fleeing,shot,1
3279,23,Male,White,4,12,2018,Lake Elmo,MN,gun,undetermined,Not fleeing,shot,1
3280,39,Male,African American,4,12,2018,Helena-West Helena,AR,knife,attack,Not fleeing,shot,1
3281,45,Male,African American,4,12,2018,Washington,PA,gun,attack,Other,shot,1
3282,0,Male,Unknown,4,12,2018,Trinidad,CO,glass shard,other,Not fleeing,shot,1
3283,34,Male,White,4,13,2018,Waco,TX,knife,other,Not fleeing,shot,1
3284,31,Male,White,4,13,2018,Thornton,CO,gun,other,Car,shot,1
3285,55,Male,Hispanic,4,14,2018,Millville,NJ,undetermined,other,Car,shot,1
3286,39,Male,African American,4,14,2018,Phoenix,AZ,gun,attack,Other,shot,1
3287,32,Male,White,4,14,2018,Carrollton,GA,unknown,attack,Not fleeing,shot,1
3288,44,Male,Hispanic,4,14,2018,Phoenix,AZ,gun,attack,Not fleeing,shot,1
3289,24,Male,White,4,14,2018,Anaheim,CA,toy weapon,attack,Not fleeing,shot,1
3290,36,Male,Native American,4,15,2018,Lodge Grass,MT,knife,other,Not fleeing,shot,1
3291,41,Male,African American,4,17,2018,Magna,UT,screwdriver,attack,Car,shot,1
3292,25,Male,African American,4,17,2018,Austell,GA,unknown,attack,Car,shot,1
3293,39,Male,White,4,17,2018,Tishomingo,OK,unknown,attack,Car,shot,1
3294,40,Male,White,4,17,2018,Cumberland County,KY,unknown,attack,Car,shot,1
3295,32,Male,White,4,18,2018,Douglasville,GA,knife,attack,Not fleeing,shot,1
3296,45,Male,White,4,18,2018,Greene County,MO,gun,attack,Foot,shot,1
3297,31,Male,African American,4,18,2018,Fort Lauderdale,FL,gun,attack,Not fleeing,shot,1
3298,32,Male,Native American,4,18,2018,Sugar House,UT,knife,other,Not fleeing,shot,1
3299,48,Male,African American,4,18,2018,Pavilion Township,MI,gun,attack,Not fleeing,shot,1
3300,49,Male,White,4,20,2018,Foresthill,CA,unknown,other,Car,shot,1
3301,48,Male,African American,4,20,2018,Orlando,FL,undetermined,other,unknown,shot,1
3302,18,Male,White,4,20,2018,Mackinaw,IL,gun,attack,Not fleeing,shot,1
3303,48,Male,White,4,21,2018,Boone,IA,knife,other,unknown,shot,1
3304,25,Male,African American,4,21,2018,Memphis,TN,gun,other,Foot,shot,1
3305,27,Male,White,4,22,2018,West Olive,MI,gun,attack,Not fleeing,shot,1
3306,37,Male,Hispanic,4,22,2018,Louisville,KY,gun,attack,Foot,shot,1
3307,44,Male,Hispanic,4,24,2018,San Antonio,TX,gun,other,Foot,shot,1
3308,27,Male,African American,4,24,2018,Louisville,KY,gun,attack,unknown,shot,1
3309,0,Male,Unknown,4,24,2018,Harmony,TX,gun,attack,Not fleeing,shot,1
3310,0,Male,Unknown,4,24,2018,Amarillo,TX,gun,attack,Not fleeing,shot,1
3311,41,Male,White,4,25,2018,Colorado Springs,CO,gun,attack,Foot,shot,1
3312,42,Male,African American,4,25,2018,Louisville,KY,knife,attack,Not fleeing,shot,1
3313,36,Male,White,4,25,2018,Denver,CO,gun,other,Car,shot,1
3314,89,Male,Unknown,4,25,2018,Grand Canyon Caverns,AZ,gun,attack,Not fleeing,shot,1
3315,37,Male,African American,4,25,2018,Grand Prairie,TX,gun,attack,Not fleeing,shot,1
3316,22,Male,Unknown,4,26,2018,Vernon,TX,knife,attack,Car,shot,1
3317,56,Female,White,4,26,2018,Palermo,CA,unknown,attack,Car,shot,1
3318,35,Male,Unknown,4,26,2018,Shelby Township,MI,gun,attack,Not fleeing,shot,1
3319,36,Female,Asian,4,28,2018,Johns Creek,GA,knife,other,Not fleeing,shot,1
3320,46,Male,White,4,28,2018,Northglenn,CO,gun,other,Not fleeing,shot,1
3321,26,Male,Hispanic,4,28,2018,Elk Grove,CA,gun,attack,Not fleeing,shot,1
3322,41,Male,White,4,28,2018,Casselberry,FL,gun,attack,Not fleeing,shot,1
3323,38,Male,White,4,29,2018,Shreveport,LA,unarmed,attack,Foot,shot,1
3324,0,Male,Unknown,4,29,2018,Redlands,CA,undetermined,undetermined,Not fleeing,shot,1
3325,47,Male,White,4,29,2018,Franklin,NC,gun,attack,Not fleeing,shot,1
3326,26,Male,White,4,29,2018,Moorland,IA,gun,attack,Not fleeing,shot,1
3327,59,Male,Unknown,4,30,2018,Columbus,OH,knife,undetermined,unknown,shot and Tasered,1
3328,64,Male,African American,4,30,2018,Columbus,OH,knife,other,Not fleeing,shot,1
3329,0,Male,Unknown,5,1,2018,San Antonio,TX,gun,attack,Car,shot,1
3330,0,Male,Unknown,5,1,2018,Quartzsite,AZ,gun,attack,Other,shot,1
3331,49,Male,White,5,1,2018,League City,TX,samurai sword,other,Not fleeing,shot,1
3332,44,Male,White,5,2,2018,Box Elder,SD,ax,other,unknown,shot,1
3333,48,Male,White,5,2,2018,Liberty,NC,gun,attack,Not fleeing,shot,1
3334,27,Male,Hispanic,5,2,2018,Kansas City,KS,gun,other,unknown,shot,1
3335,67,Male,African American,5,2,2018,Dallas,TX,gun,attack,Not fleeing,shot,1
3336,24,Male,African American,5,2,2018,Columbus,GA,gun,attack,Car,shot,1
3337,26,Male,Hispanic,5,3,2018,Orosi,CA,machete,attack,Not fleeing,shot,1
3338,28,Male,White,5,3,2018,Sandia,TX,knife,attack,Not fleeing,shot,1
3339,21,Male,White,5,4,2018,Terre Haute,IN,gun,attack,Car,shot,1
3340,54,Male,Unknown,5,4,2018,Oakfield,ME,toy weapon,other,Not fleeing,shot,1
3341,24,Male,White,5,5,2018,Kettering,OH,gun,attack,Not fleeing,shot,1
3342,51,Male,Unknown,5,5,2018,Scottsdale,AZ,gun,attack,Foot,shot,1
3343,59,Male,Unknown,5,5,2018,Bexar County,TX,gun,attack,Foot,shot,1
3344,21,Female,White,5,5,2018,Aurora,MO,unknown,attack,Car,shot,1
3345,73,Male,White,5,6,2018,Fairview,OH,gun,attack,Not fleeing,shot,1
3346,39,Male,White,5,6,2018,Prague,OK,gun,attack,Car,shot,1
3347,32,Male,African American,5,6,2018,East Point,GA,Taser,attack,Car,shot,1
3348,38,Male,White,5,6,2018,Casper,WY,gun,attack,Not fleeing,shot,1
3349,32,Male,Hispanic,5,7,2018,Orlando,FL,unknown,attack,Car,shot,1
3350,26,Male,White,5,7,2018,Tulsa,OK,gun,other,Not fleeing,shot,1
3351,55,Female,White,5,7,2018,Floyd County,GA,gun,attack,Car,shot,1
3352,50,Male,White,5,7,2018,Appleton,WI,gun,other,Not fleeing,shot,1
3353,49,Female,Hispanic,5,7,2018,Yuma,AZ,gun,other,Not fleeing,shot,1
3354,48,Male,White,5,7,2018,Hackett,AR,gun,attack,Not fleeing,shot,1
3355,65,Male,White,5,8,2018,Lancaster,PA,gun,attack,Not fleeing,shot,1
3356,37,Male,Unknown,5,8,2018,Tucson,AZ,knife,other,Foot,shot,1
3357,37,Male,White,5,8,2018,Glade Spring,VA,toy weapon,other,Other,shot,1
3358,45,Male,Hispanic,5,8,2018,Greeley,CO,knife,other,Foot,shot,1
3359,33,Male,African American,5,9,2018,Jackson,MS,gun,attack,Not fleeing,shot,1
3360,46,Male,White,5,10,2018,Morristown,TN,unknown,attack,Not fleeing,shot,1
3361,33,Male,White,5,10,2018,Lower Burrell,PA,gun,other,Not fleeing,shot,1
3362,0,Male,Unknown,5,11,2018,York,WI,gun,attack,Car,shot,1
3363,51,Male,Unknown,5,11,2018,Clark County,WI,gun,attack,Car,shot,1
3364,33,Male,White,5,11,2018,Haughton,LA,knife,other,Not fleeing,shot,1
3365,51,Male,White,5,11,2018,Evansville,IN,gun,attack,Foot,shot,1
3366,52,Male,White,5,11,2018,Talihina,OK,gun,attack,Not fleeing,shot,1
3367,24,Male,Native American,5,11,2018,Blackfoot,ID,knife,attack,Not fleeing,shot,1
3368,55,Male,White,5,12,2018,Columbus,OH,gun,attack,Car,shot,1
3369,28,Male,African American,5,13,2018,Portsmouth,VA,unknown weapon,other,Not fleeing,shot,1
3370,36,Male,White,5,13,2018,Amite,LA,gun,attack,Not fleeing,shot,1
3371,54,Male,Unknown,5,13,2018,Carnesville,GA,gun,attack,Not fleeing,shot,1
3372,38,Male,Unknown,5,13,2018,Dearborn Heights,MI,gun,other,Not fleeing,shot,1
3373,24,Male,African American,5,14,2018,Clinton,MD,gun,attack,Not fleeing,shot,1
3374,20,Male,White,5,14,2018,Royal Oak,MI,unarmed,attack,Not fleeing,shot,1
3375,54,Male,White,5,14,2018,Wales,ME,gun,attack,Not fleeing,shot,1
3376,53,Male,White,5,14,2018,Quincy,IL,gun,other,Not fleeing,shot,1
3377,36,Male,Hispanic,5,14,2018,San Antonio,TX,gun,attack,Not fleeing,shot,1
3378,24,Male,African American,5,14,2018,Richmond,VA,unarmed,attack,Car,shot and Tasered,1
3379,34,Male,White,5,15,2018,Lake Mary,FL,gun,other,Car,shot,1
3380,59,Male,White,5,16,2018,Martins Ferry,OH,knife,other,Not fleeing,shot,1
3381,34,Male,White,5,17,2018,Norman,OK,gun,attack,Not fleeing,shot,1
3382,0,Male,Unknown,5,18,2018,Plymouth Township,MI,gun,attack,Foot,shot,1
3383,29,Male,Hispanic,5,18,2018,Laredo,TX,unknown weapon,other,unknown,shot,1
3384,24,Male,White,5,18,2018,Gresham,OR,hatchet,other,Car,shot,1
3385,77,Male,White,5,19,2018,Sunridge,NV,unknown,attack,unknown,shot,1
3386,30,Male,White,5,19,2018,Columbus,OH,gun,attack,Not fleeing,shot,1
3387,36,Male,Hispanic,5,19,2018,Pueblo,CO,gun,attack,Not fleeing,shot,1
3388,36,Male,White,5,20,2018,Baxter,KY,gun,other,Foot,shot,1
3389,58,Male,White,5,21,2018,Joshua Tree,CA,gun,attack,Foot,shot,1
3390,47,Male,African American,5,21,2018,West Memphis,AR,unknown,attack,Car,shot,1
3391,49,Male,Hispanic,5,22,2018,Mathis,TX,knife,other,Not fleeing,shot,1
3392,31,Female,White,5,23,2018,Gurnee,IL,gun,attack,Foot,shot,1
3393,25,Male,White,5,23,2018,Fox Crossing,WI,knife,other,Not fleeing,shot,1
3394,0,Female,Hispanic,5,23,2018,Rio Bravo,TX,unarmed,attack,Not fleeing,shot,1
3395,30,Male,White,5,24,2018,Citra,FL,unarmed,attack,Foot,shot,1
3396,33,Male,White,5,24,2018,Cleveland,OH,unarmed,attack,Not fleeing,shot,1
3397,29,Male,White,5,25,2018,Dumas,TX,unknown,attack,Not fleeing,shot,1
3398,0,Male,Unknown,5,25,2018,Mountain Home,ID,knife,other,Car,shot,1
3399,31,Male,White,5,25,2018,Fort Morgan,CO,knife,other,Not fleeing,shot,1
3400,51,Male,White,5,26,2018,Silsbee,TX,gun,other,Not fleeing,shot,1
3401,42,Male,Hispanic,5,27,2018,San Diego,CA,knife,other,Not fleeing,shot,1
3402,67,Male,White,5,27,2018,Grand Junction,CO,gun,attack,Not fleeing,shot,1
3403,0,Male,Unknown,5,27,2018,Everton,MO,knife,other,Not fleeing,shot,1
3404,23,Male,White,5,28,2018,West Jordan,UT,gun,attack,Car,shot,1
3405,34,Male,Native American,5,29,2018,Phoenix,AZ,gun,other,Not fleeing,shot,1
3406,51,Male,Hispanic,5,29,2018,Riverbank,CA,metal pipe,attack,Not fleeing,shot,1
3407,19,Male,White,5,29,2018,Cottonwood Heights,UT,unknown,undetermined,Car,shot,1
3408,29,Male,Hispanic,5,30,2018,Los Angeles,CA,pick-axe,attack,Foot,shot,1
3409,23,Male,African American,5,30,2018,Florida City,FL,gun,undetermined,Not fleeing,shot,1
3410,46,Female,White,5,31,2018,Fullerton,CA,knife,other,Not fleeing,shot,1
3411,42,Male,African American,5,31,2018,Thomasville,NC,knife,attack,Car,shot,1
3412,21,Male,Hispanic,6,1,2018,Dundee,FL,unknown,attack,unknown,shot,1
3413,55,Male,Asian,6,1,2018,Honolulu,HI,knife,attack,Not fleeing,shot,1
3414,0,Male,White,6,1,2018,Torrance,CA,knife,other,Not fleeing,shot,1
3415,43,Male,African American,6,2,2018,Chicago,IL,unknown,attack,Car,shot,1
3416,32,Male,Hispanic,6,3,2018,Chickasha,OK,undetermined,other,Car,shot,1
3417,0,Male,Unknown,6,3,2018,Mecca,CA,ax,other,Not fleeing,shot,1
3418,34,Male,Hispanic,6,3,2018,Jurupa Valley,CA,gun,attack,Car,shot,1
3419,40,Male,White,6,4,2018,Springfield,MO,gun,attack,Foot,shot,1
3420,55,Male,Hispanic,6,5,2018,Pearland,TX,gun,attack,Not fleeing,shot,1
3421,20,Male,White,6,5,2018,Wilmington,NC,gun,other,Not fleeing,shot,1
3422,24,Male,African American,6,6,2018,Chicago,IL,gun,other,unknown,shot,1
3423,43,Male,Hispanic,6,6,2018,Merrick,NY,glass shard,other,unknown,shot,1
3424,56,Male,White,6,6,2018,LaGrange,GA,gun,attack,Not fleeing,shot,1
3425,47,Male,White,6,6,2018,Delaware,OH,gun,other,Not fleeing,shot,1
3426,28,Male,African American,6,7,2018,Gary,IN,gun,attack,Not fleeing,shot,1
3427,50,Male,White,6,7,2018,Benton City,WA,gun,other,Not fleeing,shot,1
3428,33,Male,White,6,7,2018,Albuquerque,NM,gun,attack,Car,shot,1
3429,20,Female,White,6,7,2018,Austin,TX,knife,other,unknown,shot,1
3430,47,Male,White,6,8,2018,Hardwick,NJ,gun,attack,Car,shot,1
3431,36,Male,White,6,8,2018,Madison County,MS,unarmed,undetermined,Not fleeing,shot,1
3432,36,Female,African American,6,9,2018,Deptford,NJ,unknown,other,Car,shot,1
3433,49,Male,White,6,9,2018,Temple,TX,gun,attack,Not fleeing,shot,1
3434,34,Male,White,6,10,2018,Westminister,CO,unknown weapon,other,Foot,shot,1
3435,41,Male,African American,6,11,2018,Silver Spring,MD,unarmed,other,Not fleeing,shot,1
3436,29,Male,Hispanic,6,11,2018,Whittier,CA,knife,other,Car,shot,1
3437,34,Male,African American,6,12,2018,Danville,IL,gun,attack,Car,shot,1
3438,34,Male,White,6,12,2018,Phoenix,AZ,unarmed,other,Not fleeing,shot,1
3439,22,Male,African American,6,12,2018,Washington,DC,gun,attack,Not fleeing,shot,1
3440,26,Male,African American,6,12,2018,Monroe,GA,gun,attack,unknown,shot,1
3441,32,Male,White,6,12,2018,Hardwick,NJ,knife,other,Not fleeing,shot,1
3442,21,Male,White,6,13,2018,Eustis,FL,toy weapon,attack,Not fleeing,shot,1
3443,0,Male,Unknown,6,13,2018,Denver,CO,gun,attack,Foot,shot,1
3444,44,Male,White,6,13,2018,Pike County,OH,gun,attack,Not fleeing,shot,1
3445,0,Female,Unknown,6,14,2018,Denver,CO,gun,attack,Not fleeing,shot,1
3446,29,Male,Hispanic,6,14,2018,Hall County,GA,gun,attack,Foot,shot,1
3447,18,Male,African American,6,14,2018,Las Vegas,NV,gun and car,attack,Car,shot,1
3448,33,Male,African American,6,14,2018,Kansas City,MO,gun,attack,Not fleeing,shot,1
3449,28,Female,White,6,14,2018,Kansas City,MO,sword,undetermined,Not fleeing,shot,1
3450,0,Male,White,6,14,2018,Kansas City,MO,gun,other,Not fleeing,shot,1
3451,40,Male,Hispanic,6,14,2018,Kirkland,WA,gun,other,Not fleeing,shot,1
3452,40,Male,White,6,15,2018,Nokomis,IL,undetermined,other,Foot,shot,1
3453,53,Male,Unknown,6,16,2018,Mesa,AZ,toy weapon,attack,Not fleeing,shot,1
3454,37,Male,African American,6,16,2018,Warwick,NY,knife,other,Not fleeing,shot,1
3455,47,Male,Hispanic,6,16,2018,Albuquerque,NM,unarmed,attack,Car,shot,1
3456,30,Male,Unknown,6,16,2018,Van Nuys,CA,knife,attack,Not fleeing,shot,1
3457,48,Male,Unknown,6,16,2018,Phoenix,AZ,gun,attack,Car,shot,1
3458,33,Male,African American,6,17,2018,Trenton,NJ,gun,attack,Not fleeing,shot,1
3459,44,Male,Hispanic,6,17,2018,South Salt Lake,UT,gun,other,Not fleeing,shot,1
3460,65,Male,White,6,19,2018,Cumming,GA,gun,attack,Not fleeing,shot,1
3461,20,Male,African American,6,19,2018,Stone Mountain,GA,gun,attack,Not fleeing,shot,1
3462,17,Male,African American,6,19,2018,Pittsburgh,PA,unarmed,undetermined,Foot,shot,1
3463,55,Male,White,6,19,2018,Tucumcari,NM,knife,attack,Not fleeing,shot,1
3464,33,Male,African American,6,20,2018,Kingsland,GA,unarmed,attack,Foot,shot,1
3465,29,Male,Unknown,6,20,2018,Parma,OH,gun,attack,Not fleeing,shot,1
3466,44,Male,White,6,20,2018,Bend,OR,undetermined,undetermined,unknown,shot,1
3467,32,Male,African American,6,22,2018,Atlantic City,NJ,knife,attack,Not fleeing,shot,1
3468,31,Male,White,6,22,2018,Harrisonburg,VA,knife,attack,Not fleeing,shot,1
3469,0,Male,Unknown,6,22,2018,Inglewood,CA,toy weapon,attack,Not fleeing,shot,1
3470,20,Male,White,6,22,2018,Albany,NY,knife,attack,Not fleeing,shot,1
3471,37,Male,White,6,22,2018,Fairfield,OH,knife,attack,Not fleeing,shot,1
3472,32,Male,Other,6,23,2018,North Shore,HI,bow and arrow,attack,Not fleeing,shot,1
3473,30,Male,African American,6,23,2018,Minneapolis,MN,gun,attack,Foot,shot,1
3474,25,Male,African American,6,23,2018,Monroe,LA,knife,attack,Not fleeing,shot,1
3475,0,Male,Unknown,6,23,2018,San Diego,CA,gun,attack,Not fleeing,shot,1
3476,47,Male,White,6,23,2018,Coos Bay,OR,gun,attack,Not fleeing,shot,1
3477,48,Male,White,6,23,2018,Meridian,ID,gun and knife,other,Not fleeing,shot,1
3478,38,Male,Unknown,6,23,2018,Centennial,CO,gun,attack,Car,shot,1
3479,36,Male,Unknown,6,25,2018,Prompton,PA,gun,attack,Not fleeing,shot,1
3480,18,Male,Hispanic,6,25,2018,Galveston,TX,unknown weapon,undetermined,unknown,shot,1
3481,29,Male,White,6,25,2018,Garland,TX,gun,attack,Car,shot,1
3482,30,Male,White,6,25,2018,Grenada,MS,gun,other,Car,shot,1
3483,39,Male,White,6,27,2018,Aurora,CO,gun,attack,Foot,shot,1
3484,36,Male,Hispanic,6,29,2018,Aurora,CO,undetermined,undetermined,Car,shot,1
3485,36,Male,White,6,29,2018,Russellville,AR,gun,attack,Not fleeing,shot,1
3486,54,Male,White,6,29,2018,Dade City,FL,gun,attack,Not fleeing,shot,1
3487,27,Male,African American,6,29,2018,Pomona,CA,unknown weapon,undetermined,Car,shot,1
3488,45,Male,White,6,29,2018,Portland,OR,gun,undetermined,unknown,shot,1
3489,19,Male,African American,6,29,2018,Phoenix,AZ,gun,attack,Not fleeing,shot,1
3490,36,Male,White,6,29,2018,North Pole,AK,ax,other,unknown,shot,1
3491,33,Male,White,6,29,2018,Lawrenceburg,TN,knife,other,Foot,shot,1
3492,56,Male,White,6,29,2018,Waterford Township,MI,gun,attack,Car,shot,1
